symbol,name,country,exchange,currency,data_source
KNIN,Kuehne & Nagel,Switzerland,Unknown,CHF,investpy
SUN,Sulzer,Switzerland,Unknown,CHF,investpy
ARYN,Aryzta,Switzerland,Unknown,CHF,investpy
DKSH,DKSH Holding,Switzerland,Unknown,CHF,investpy
FIN,Georg Fischer,Switzerland,Unknown,CHF,investpy
SOON,Sonova H Ag,Switzerland,Unknown,CHF,investpy
VATN,Valiant,Switzerland,Unknown,CHF,investpy
VIFN,Vifor Pharma,Switzerland,Unknown,CHF,investpy
PARG,Pargesa I,Switzerland,Unknown,CHF,investpy
GAMH,GAM Holding,Switzerland,Unknown,CHF,investpy
LMN,Lastminute.com,Switzerland,Unknown,CHF,investpy
NESNEE,Nestle,Switzerland,Unknown,CHF,investpy
HBMNN,HBM Healthcare Investments AG,Switzerland,Unknown,CHF,investpy
MOLN,Molecular Partners AG,Switzerland,Unknown,CHF,investpy
LISP,Lindt & Sp Ps,Switzerland,Unknown,CHF,investpy
UHRN,Swatch Group N,Switzerland,Unknown,CHF,investpy
UBSG,UBS Group,Switzerland,Unknown,CHF,investpy
SFSN,SFS Group AG,Switzerland,Unknown,CHF,investpy
BELL,Bell AG,Switzerland,Unknown,CHF,investpy
SRCG,Sunrise Communications AG,Switzerland,Unknown,CHF,investpy
SPCE,Spice Priv AG,Switzerland,Unknown,CHF,investpy
ADVN,Adval Tech Holding AG,Switzerland,Unknown,CHF,investpy
ADXN,Addex Therapeutics Ltd,Switzerland,Unknown,CHF,investpy
AEVS,Aevis Victoria,Switzerland,Unknown,CHF,investpy
AIRE,Airesis SA,Switzerland,Unknown,CHF,investpy
AIRN,Airopack Tech Group AG,Switzerland,Unknown,CHF,investpy
ALPH,Alpiq Holding AG,Switzerland,Unknown,CHF,investpy
ALPN,Alpine Select AG,Switzerland,Unknown,CHF,investpy
ALSN,Also Holding AG,Switzerland,Unknown,CHF,investpy
APGN,APG SGA SA,Switzerland,Unknown,CHF,investpy
AUTON,Autoneum Holding AG,Switzerland,Unknown,CHF,investpy
BANB,BACHEM HOLDING AG,Switzerland,Unknown,CHF,investpy
BBN,Bellevue Group AG,Switzerland,Unknown,CHF,investpy
BCGE,Banque Cantonale de Geneve,Switzerland,Unknown,CHF,investpy
BCHN,Burckhardt Compression,Switzerland,Unknown,CHF,investpy
BCJ,Banque Cantonale Du Jura,Switzerland,Unknown,CHF,investpy
BEKN,Berner Kantonalbank AG,Switzerland,Unknown,CHF,investpy
BKWB,BKW AG,Switzerland,Unknown,CHF,investpy
BLIN,BFW Liegenschaften AG,Switzerland,Unknown,CHF,investpy
BLKB,Basellandschaftliche Kantonalbank,Switzerland,Unknown,CHF,investpy
BOBNN,Bobst Group SA,Switzerland,Unknown,CHF,investpy
BPDG,Banque Profil Gestion,Switzerland,Unknown,CHF,investpy
BRKN,Burkhalter Holding AG,Switzerland,Unknown,CHF,investpy
BSKP,Basler Kantonalbank,Switzerland,Unknown,CHF,investpy
BSLN,Basilea Pharmaceutica AG,Switzerland,Unknown,CHF,investpy
BVZN,BVZ Holding AG,Switzerland,Unknown,CHF,investpy
CALN,Calida Holding AG,Switzerland,Unknown,CHF,investpy
CASN,Castle Alternative Invest AG,Switzerland,Unknown,CHF,investpy
CFT,Compagnie Financiere Tradition,Switzerland,Unknown,CHF,investpy
CICN,Cicor Technologies Ltd,Switzerland,Unknown,CHF,investpy
CIE,CI Com SA,Switzerland,Unknown,CHF,investpy
CLTN,Coltene Holding AG,Switzerland,Unknown,CHF,investpy
CLXN,Crealogix Holding AG,Switzerland,Unknown,CHF,investpy
CMBN,Cembra Money Bank AG,Switzerland,Unknown,CHF,investpy
CONC,Conzzeta AG,Switzerland,Unknown,CHF,investpy
COTNE,Comet,Switzerland,Unknown,CHF,investpy
CPE,Castle Private Equity AG,Switzerland,Unknown,CHF,investpy
CHAMA,Cham Group,Switzerland,Unknown,CHF,investpy
CPHN,CPH Chemie und Papier Holding,Switzerland,Unknown,CHF,investpy
DCN,Datacolor AG,Switzerland,Unknown,CHF,investpy
DESN,Dottikon Es Holding AG,Switzerland,Unknown,CHF,investpy
DUFN,Dufry,Switzerland,Unknown,CHF,investpy
EDHN,Energiedienst Holding AG,Switzerland,Unknown,CHF,investpy
EFGN,EFG International AG,Switzerland,Unknown,CHF,investpy
ELMN,Elma Electronic AG,Switzerland,Unknown,CHF,investpy
ESUN,Edisun Power Europe AG,Switzerland,Unknown,CHF,investpy
FORN,Forbo Holding AG,Switzerland,Unknown,CHF,investpy
FTON,Feintool International Holding,Switzerland,Unknown,CHF,investpy
GAV,Carlo Gavazzi Holding AG,Switzerland,Unknown,CHF,investpy
LUMX,LumX,Switzerland,Unknown,CHF,investpy
GMI,Groupe Minoteries SA,Switzerland,Unknown,CHF,investpy
GRKP,Graubuendner Kantonalbank,Switzerland,Unknown,CHF,investpy
GUR,Gurit Holding AG,Switzerland,Unknown,CHF,investpy
HBLN,Hypothekarbank Lenzburg AG,Switzerland,Unknown,CHF,investpy
HBMN,HBM Healthcare Investments,Switzerland,Unknown,CHF,investpy
HIAG,HIAG Immobilien Holding AG,Switzerland,Unknown,CHF,investpy
HLEE,Highlight Event Entertainment,Switzerland,Unknown,CHF,investpy
HOCN,Hochdorf Holding AG,Switzerland,Unknown,CHF,investpy
HREN,Romande Energie Holding SA,Switzerland,Unknown,CHF,investpy
HUBN,Huber+suhner AG,Switzerland,Unknown,CHF,investpy
INRN,Interroll Holding AG,Switzerland,Unknown,CHF,investpy
ISN,Intershop Holding AG,Switzerland,Unknown,CHF,investpy
JFN,Jungfraubahn,Switzerland,Unknown,CHF,investpy
KUD,Kudelski,Switzerland,Unknown,CHF,investpy
LECN,Leclanche SA,Switzerland,Unknown,CHF,investpy
LEHN,Lem Holding SA,Switzerland,Unknown,CHF,investpy
LEON,Leonteq AG,Switzerland,Unknown,CHF,investpy
LINN,Bank Linth LLB AG,Switzerland,Unknown,CHF,investpy
MBTN,Meyer Burger Tech AG,Switzerland,Unknown,CHF,investpy
NBEN,Nebag ag,Switzerland,Unknown,CHF,investpy
NEV,New Venturetec AG,Switzerland,Unknown,CHF,investpy
NEWN,New Value AG,Switzerland,Unknown,CHF,investpy
PEHN,Private Equity Holding AG,Switzerland,Unknown,CHF,investpy
STMN,Straumann Holding AG,Switzerland,Unknown,CHF,investpy
TEMN,Temenos Group AG,Switzerland,Unknown,CHF,investpy
BALNE,Baloise N 2L,Switzerland,Unknown,CHF,investpy
MOZN,mobilezone ag,Switzerland,Unknown,CHF,investpy
BAP,Groupe Baumgartner Holding,Switzerland,Unknown,CHF,investpy
AAPLEUR,Apple,Switzerland,Unknown,EUR,investpy
BAYGnEUR,Bayer,Switzerland,Unknown,EUR,investpy
BEIGEUR,Beiersdorf AG,Switzerland,Unknown,EUR,investpy
DAIGnEUR,Daimler,Switzerland,Unknown,EUR,investpy
DBKGnEUR,Deutsche Bank AG,Switzerland,Unknown,EUR,investpy
FREGEUR,Fresenius SE,Switzerland,Unknown,EUR,investpy
HEIGEUR,Heidelbergcement,Switzerland,Unknown,EUR,investpy
IFXGnEUR,Infineon,Switzerland,Unknown,EUR,investpy
MRCGEUR,Merck,Switzerland,Unknown,EUR,investpy
RWEGEUR,RWE AG ST,Switzerland,Unknown,EUR,investpy
TKAGEUR,Thyssenkrupp AG,Switzerland,Unknown,EUR,investpy
BMWGEUR,BMW ST,Switzerland,Unknown,EUR,investpy
DPWGnEUR,Deutsche Post,Switzerland,Unknown,EUR,investpy
DTEGnEUR,Deutsche Telekom AG,Switzerland,Unknown,EUR,investpy
LHAGEUR,Lufthansa,Switzerland,Unknown,EUR,investpy
LXSGEUR,Lanxess AG,Switzerland,Unknown,EUR,investpy
FMEGEUR,Fresenius ST,Switzerland,Unknown,EUR,investpy
LLBN,Liechtensteinische Landesbank,Switzerland,Unknown,CHF,investpy
LUKN,Luzerner Kantonalbank AG,Switzerland,Unknown,CHF,investpy
MCHN,MCH Group AG,Switzerland,Unknown,CHF,investpy
METN,Metall Zug AG,Switzerland,Unknown,CHF,investpy
MIKN,Mikron Holding AG,Switzerland,Unknown,CHF,investpy
MUVGnEUR,Muench. Rueckvers.,Switzerland,Unknown,EUR,investpy
NWRN,Newron Pharmaceuticals,Switzerland,Unknown,CHF,investpy
ODHN,Orascom Development,Switzerland,Unknown,CHF,investpy
OFN,Orell Fuessli Holding AG,Switzerland,Unknown,CHF,investpy
ORON,Orior AG,Switzerland,Unknown,CHF,investpy
NTIV,Native,Switzerland,Unknown,CHF,investpy
PEAN,Peach Property Group AG,Switzerland,Unknown,CHF,investpy
PEDU,Perrot Duval Holding SA,Switzerland,Unknown,CHF,investpy
PLANZ,Plazza Immobilien AG,Switzerland,Unknown,CHF,investpy
PM,Phoenix Mecano AG,Switzerland,Unknown,CHF,investpy
PRFN,Perfect Holding SA,Switzerland,Unknown,CHF,investpy
PWTN,Panalpina Welttransport,Switzerland,Unknown,CHF,investpy
RLD,Edmond de Rothschild Suisse SA,Switzerland,Unknown,CHF,investpy
RO,Roche Holding,Switzerland,Unknown,CHF,investpy
ROL,Von Roll Holding AG,Switzerland,Unknown,CHF,investpy
SAHN,Schaffner Holding AG,Switzerland,Unknown,CHF,investpy
SANN,Santhera Pharmaceuticals Holding,Switzerland,Unknown,CHF,investpy
SFPN,Swiss Finance & Property Invest,Switzerland,Unknown,CHF,investpy
SFZN,Siegfried Holding Ltd,Switzerland,Unknown,CHF,investpy
SGKN,St Galler Kantonalbank AG,Switzerland,Unknown,CHF,investpy
SHLTN,S H L Telemedicine Ltd,Switzerland,Unknown,CHF,investpy
SKIN,Cassiopea SpA,Switzerland,Unknown,CHF,investpy
SNBN,Schweizerische Nationalbank,Switzerland,Unknown,CHF,investpy
SQN,Swissquote Group Holding SA,Switzerland,Unknown,CHF,investpy
STGN,Starrag Group Holding AG,Switzerland,Unknown,CHF,investpy
STLN,Schmolz & Bickenbach AG,Switzerland,Unknown,CHF,investpy
STRN,Schlatter Industries AG,Switzerland,Unknown,CHF,investpy
SWTQ,Schweiter Tech,Switzerland,Unknown,CHF,investpy
TAMN,Tamedia AG,Switzerland,Unknown,CHF,investpy
TIBN,Bergbahnen Engelberg Truebsee,Switzerland,Unknown,CHF,investpy
TKBP,Thurgauer Kantonalbank,Switzerland,Unknown,CHF,investpy
RLFB,Therametrics holding,Switzerland,Unknown,CHF,investpy
TOHN,Tornos,Switzerland,Unknown,CHF,investpy
UBXN,U Blox Holding AG,Switzerland,Unknown,CHF,investpy
ARONL,Arundel,Switzerland,Unknown,CHF,investpy
VAHN,Vaudoise Assurances Holding SA,Switzerland,Unknown,CHF,investpy
VBSN,IVF Hartmann Holding AG,Switzerland,Unknown,CHF,investpy
VET,Vetropack Holding SA,Switzerland,Unknown,CHF,investpy
VILN,Villars Holding SA,Switzerland,Unknown,CHF,investpy
VLRT,Valartis,Switzerland,Unknown,CHF,investpy
VPBN,VP Bank AG,Switzerland,Unknown,CHF,investpy
VZN,VZ Holding AG,Switzerland,Unknown,CHF,investpy
WARN,Warteck Invest Ltd,Switzerland,Unknown,CHF,investpy
WKB,Banque Cantonale du Valais,Switzerland,Unknown,CHF,investpy
METG,Walter Meier,Switzerland,Unknown,CHF,investpy
YPSN,Ypsomed Holding AG,Switzerland,Unknown,CHF,investpy
ZBH,Zimmer Biomet,Switzerland,Unknown,CHF,investpy
ZG,Zuger Kantonalbank,Switzerland,Unknown,CHF,investpy
ZUBN,Zueblin Immobilien Holding AG,Switzerland,Unknown,CHF,investpy
ZUGN,Zug Estates Holding AG,Switzerland,Unknown,CHF,investpy
ZWM,Zwahlen et Mayr SA,Switzerland,Unknown,CHF,investpy
ALVGEUR,Allianz,Switzerland,Unknown,EUR,investpy
DB1GnEUR,Deutsche Boerse,Switzerland,Unknown,EUR,investpy
EONGnEUR,E.ON SE,Switzerland,Unknown,EUR,investpy
SAPGEUR,SAP,Switzerland,Unknown,EUR,investpy
SIEGnEUR,Siemens AG,Switzerland,Unknown,EUR,investpy
GLKBN,Glarner Kantonalbank,Switzerland,Unknown,CHF,investpy
KHC,Kraft Heinz,Switzerland,Unknown,CHF,investpy
ENGIE,Engie,Switzerland,Unknown,CHF,investpy
HNKG_pEUR,Henkel VZO,Switzerland,Unknown,EUR,investpy
ADSGnEUR,Adidas,Switzerland,Unknown,EUR,investpy
CONGEUR,Continental AG,Switzerland,Unknown,EUR,investpy
PYPL,PayPal Holdings Inc,Switzerland,Unknown,CHF,investpy
RACE,Ferrari NV,Switzerland,Unknown,CHF,investpy
SDFGnEUR,K+S AG,Switzerland,Unknown,EUR,investpy
VNAn,Vonovia,Switzerland,Unknown,CHF,investpy
FTI,TechnipFMC,Switzerland,Unknown,CHF,investpy
EW,Edwards Lifesciences,Switzerland,Unknown,CHF,investpy
TSC,Tractor Supply,Switzerland,Unknown,CHF,investpy
WIHN,Wisekey International,Switzerland,Unknown,CHF,investpy
TELIA,Telia Company,Switzerland,Unknown,CHF,investpy
VACN,VAT Group,Switzerland,Unknown,CHF,investpy
RDSB,Royal Dutch Shell B,Switzerland,Unknown,CHF,investpy
NTES,NetEase,Switzerland,Unknown,CHF,investpy
IREN,Investis,Switzerland,Unknown,CHF,investpy
GLJ,Grenke,Switzerland,Unknown,CHF,investpy
INGA,ING Groep,Switzerland,Unknown,CHF,investpy
GIVN,Givaudan,Switzerland,Unknown,CHF,investpy
AAPLUSD,Apple,Switzerland,Unknown,USD,investpy
AMZNUSD,Amazon.com,Switzerland,Unknown,USD,investpy
BMYUSD,Bristol-Myers Squibb,Switzerland,Unknown,USD,investpy
MOUSD,Altria,Switzerland,Unknown,USD,investpy
NFLXUSD,Netflix,Switzerland,Unknown,USD,investpy
QCOMUSD,Qualcomm,Switzerland,Unknown,USD,investpy
TSLAUSD,Tesla,Switzerland,Unknown,USD,investpy
WFCUSD,Wells Fargo&Co,Switzerland,Unknown,USD,investpy
BABAUSD,Alibaba ADR,Switzerland,Unknown,USD,investpy
GOOGLUSD,Alphabet A,Switzerland,Unknown,USD,investpy
AMDUSD,AMD,Switzerland,Unknown,USD,investpy
GILDUSD,Gilead,Switzerland,Unknown,USD,investpy
GMUSD,General Motors,Switzerland,Unknown,USD,investpy
IBMUSD,IBM,Switzerland,Unknown,USD,investpy
JNJUSD,J&J,Switzerland,Unknown,USD,investpy
JPMUSD,JPMorgan,Switzerland,Unknown,USD,investpy
MDLZUSD,Mondelez,Switzerland,Unknown,USD,investpy
MRKUSD,Merck&Co,Switzerland,Unknown,USD,investpy
RIGNUSD,Transocean,Switzerland,Unknown,USD,investpy
SBUXUSD,Starbucks,Switzerland,Unknown,USD,investpy
TUSD,AT&T,Switzerland,Unknown,USD,investpy
TWTRUSD,Twitter Inc,Switzerland,Unknown,USD,investpy
VLOF,Valeo,Switzerland,Unknown,CHF,investpy
INTCUSD,Intel,Switzerland,Unknown,USD,investpy
CSCOUSD,Cisco,Switzerland,Unknown,USD,investpy
HDUSD,Home Depot,Switzerland,Unknown,USD,investpy
NKEUSD,Nike,Switzerland,Unknown,USD,investpy
UNIPE,Uniper SE,Switzerland,Unknown,CHF,investpy
CELGUSD,Celgene,Switzerland,Unknown,USD,investpy
CUSD,Citigroup,Switzerland,Unknown,USD,investpy
FBUSD,Facebook,Switzerland,Unknown,USD,investpy
XOMUSD,Exxon Mobil,Switzerland,Unknown,USD,investpy
KOUSD,Coca-Cola,Switzerland,Unknown,USD,investpy
GPROUSD,GoPro Inc,Switzerland,Unknown,USD,investpy
INNOG,Innogy,Switzerland,Unknown,CHF,investpy
CVXUSD,Chevron,Switzerland,Unknown,USD,investpy
GLWUSD,Corning,Switzerland,Unknown,USD,investpy
VZUSD,Verizon,Switzerland,Unknown,USD,investpy
MSFTUSD,Microsoft,Switzerland,Unknown,USD,investpy
FCXUSD,Freeport-McMoran,Switzerland,Unknown,USD,investpy
PMAG,PIERER Mobility AG,Switzerland,Unknown,CHF,investpy
PGUSD,Procter&Gamble,Switzerland,Unknown,USD,investpy
DISUSD,Walt Disney,Switzerland,Unknown,USD,investpy
FSLRUSD,First Solar,Switzerland,Unknown,USD,investpy
HPQAUSD,HP Inc,Switzerland,Unknown,USD,investpy
MUUSD,Micron,Switzerland,Unknown,USD,investpy
0992,Lenovo Group,Switzerland,Unknown,CHF,investpy
6758,Sony,Switzerland,Unknown,CHF,investpy
AAL,Anglo American,Switzerland,Unknown,CHF,investpy
AAPL,Apple,Switzerland,Unknown,CHF,investpy
ABI,Anheuser Busch Inbev,Switzerland,Unknown,CHF,investpy
ABT,Abbott Labs,Switzerland,Unknown,CHF,investpy
ABX,Barrick Gold,Switzerland,Unknown,CHF,investpy
ACCP,Accor,Switzerland,Unknown,CHF,investpy
ADBE,Adobe,Switzerland,Unknown,CHF,investpy
ADSGn,Adidas,Switzerland,Unknown,CHF,investpy
AEGN,Aegon,Switzerland,Unknown,CHF,investpy
AEM,Agnico Eagle Mines,Switzerland,Unknown,CHF,investpy
AFXG,Carl Zeiss AG,Switzerland,Unknown,CHF,investpy
AIR,Airbus Group,Switzerland,Unknown,CHF,investpy
AIRP,Air Liquide,Switzerland,Unknown,CHF,investpy
ALSO,Alstom,Switzerland,Unknown,CHF,investpy
ALVG,Allianz,Switzerland,Unknown,CHF,investpy
AMD,AMD,Switzerland,Unknown,CHF,investpy
AMGN,Amgen,Switzerland,Unknown,CHF,investpy
AMZN,Amazon.com,Switzerland,Unknown,CHF,investpy
ANFO,UBS CH Property Fund Leman,Switzerland,Unknown,CHF,investpy
ASML,ASML Holding,Switzerland,Unknown,CHF,investpy
ATSV,At&S Austria,Switzerland,Unknown,CHF,investpy
AUDKt,RTL Group,Switzerland,Unknown,CHF,investpy
AXAF,AXA,Switzerland,Unknown,CHF,investpy
AXP,American Express,Switzerland,Unknown,CHF,investpy
AZN,AstraZeneca,Switzerland,Unknown,CHF,investpy
BA,Boeing,Switzerland,Unknown,CHF,investpy
BAC,Bank of America,Switzerland,Unknown,CHF,investpy
BARC,Barclays,Switzerland,Unknown,CHF,investpy
BATS,British American Tobacco,Switzerland,Unknown,CHF,investpy
BAYGn,Bayer,Switzerland,Unknown,CHF,investpy
BEIG,Beiersdorf AG,Switzerland,Unknown,CHF,investpy
BHP1,BHP Billiton Ltd,Switzerland,Unknown,CHF,investpy
BIIB,Biogen,Switzerland,Unknown,CHF,investpy
BIM,Bonhote Immobilier,Switzerland,Unknown,CHF,investpy
BLD,Ballard,Switzerland,Unknown,CHF,investpy
BLT,BHP Group,Switzerland,Unknown,CHF,investpy
BMWG,BMW ST,Switzerland,Unknown,CHF,investpy
BMY,Bristol-Myers Squibb,Switzerland,Unknown,CHF,investpy
BNPP,BNP Paribas,Switzerland,Unknown,CHF,investpy
BOSSn,Hugo Boss AG,Switzerland,Unknown,CHF,investpy
BP,BP,Switzerland,Unknown,CHF,investpy
BRKb,Berkshire Hathaway B,Switzerland,Unknown,CHF,investpy
BVB,Borussia Dortmund,Switzerland,Unknown,CHF,investpy
C,Citigroup,Switzerland,Unknown,CHF,investpy
CADOn,Comercial del Plata N,Switzerland,Unknown,CHF,investpy
CAGR,Credit Agricole,Switzerland,Unknown,CHF,investpy
CARR,Carrefour,Switzerland,Unknown,CHF,investpy
CAT,Caterpillar,Switzerland,Unknown,CHF,investpy
CBKG,Commerzbank,Switzerland,Unknown,CHF,investpy
CCO,Cameco,Switzerland,Unknown,CHF,investpy
CDE,Coeur Mining,Switzerland,Unknown,CHF,investpy
CELG,Celgene,Switzerland,Unknown,CHF,investpy
CHD,Church&Dwight,Switzerland,Unknown,CHF,investpy
CL,Colgate-Palmolive,Switzerland,Unknown,CHF,investpy
CNAT,Natixis,Switzerland,Unknown,CHF,investpy
COKG,Cancom SE,Switzerland,Unknown,CHF,investpy
COLOb,Coloplast,Switzerland,Unknown,CHF,investpy
CONG,Continental AG,Switzerland,Unknown,CHF,investpy
COP,ConocoPhillips,Switzerland,Unknown,CHF,investpy
CRDI,UniCredit,Switzerland,Unknown,CHF,investpy
CRMS,Salesforce.com,Switzerland,Unknown,CHF,investpy
CSCO,Cisco,Switzerland,Unknown,CHF,investpy
CSLP,CS Real Estate Fund LivingPlus,Switzerland,Unknown,CHF,investpy
CTSH,Cognizant A,Switzerland,Unknown,CHF,investpy
CVX,Chevron,Switzerland,Unknown,CHF,investpy
DAIGn,Daimler,Switzerland,Unknown,CHF,investpy
DALI,Delta Air Lines,Switzerland,Unknown,CHF,investpy
DB1Gn,Deutsche Boerse,Switzerland,Unknown,CHF,investpy
DBANn,Deutsche Beteiligungs AG,Switzerland,Unknown,CHF,investpy
DBKGn,Deutsche Bank AG,Switzerland,Unknown,CHF,investpy
DDD,3D Systems,Switzerland,Unknown,CHF,investpy
DEZG,Deutz AG,Switzerland,Unknown,CHF,investpy
DIS,Walt Disney,Switzerland,Unknown,CHF,investpy
DPWGn,Deutsche Post,Switzerland,Unknown,CHF,investpy
DRPF,UBS CH Property Direct Residential,Switzerland,Unknown,CHF,investpy
DTEGn,Deutsche Telekom AG,Switzerland,Unknown,CHF,investpy
DUEG,Duerr AG,Switzerland,Unknown,CHF,investpy
DWNG,Deutsche Wohnen,Switzerland,Unknown,CHF,investpy
EDF,Electricite de France,Switzerland,Unknown,CHF,investpy
EDP,EDP,Switzerland,Unknown,CHF,investpy
EMR,Emerson,Switzerland,Unknown,CHF,investpy
ENEI,Enel,Switzerland,Unknown,CHF,investpy
ENI,ENI,Switzerland,Unknown,CHF,investpy
EONGn,E.ON SE,Switzerland,Unknown,CHF,investpy
EPED,Faurecia,Switzerland,Unknown,CHF,investpy
EPH,Eastern Property Holdings,Switzerland,Unknown,USD,investpy
ERRES,Edmond de Rothschild RE,Switzerland,Unknown,CHF,investpy
ESSI,EssilorLuxottica,Switzerland,Unknown,CHF,investpy
EVKn,Evonik,Switzerland,Unknown,CHF,investpy
EVTG,Evotec AG,Switzerland,Unknown,CHF,investpy
FB,Facebook,Switzerland,Unknown,CHF,investpy
FCX,Freeport-McMoran,Switzerland,Unknown,CHF,investpy
FIEG,Fielmann AG,Switzerland,Unknown,CHF,investpy
FIR,FIR,Switzerland,Unknown,CHF,investpy
FMEG,Fresenius ST,Switzerland,Unknown,CHF,investpy
FNTGn,Freenet AG,Switzerland,Unknown,CHF,investpy
FOC,La Fonciere,Switzerland,Unknown,CHF,investpy
FONC,Ubs Property Fd Leman Residential,Switzerland,Unknown,CHF,investpy
FREG,Fresenius SE,Switzerland,Unknown,CHF,investpy
FSLR,First Solar,Switzerland,Unknown,CHF,investpy
G1AG,GEA Group AG,Switzerland,Unknown,CHF,investpy
GASI,Generali,Switzerland,Unknown,CHF,investpy
GBFG,Bilfinger SE,Switzerland,Unknown,CHF,investpy
GFIJ,Gold Fields,Switzerland,Unknown,CHF,investpy
GILD,Gilead,Switzerland,Unknown,CHF,investpy
GIS,General Mills,Switzerland,Unknown,CHF,investpy
GLOBI,Credit Suisse RE Global,Switzerland,Unknown,CHF,investpy
GMMG,Grammer AG,Switzerland,Unknown,CHF,investpy
GOOGL,Alphabet A,Switzerland,Unknown,CHF,investpy
GPRO,GoPro Inc,Switzerland,Unknown,CHF,investpy
GREEN,Credit Suisse RE Green Property,Switzerland,Unknown,CHF,investpy
GSK,GlaxoSmithKline,Switzerland,Unknown,CHF,investpy
GXIG,Gerresheimer AG,Switzerland,Unknown,CHF,investpy
HABG,Hamborner AG,Switzerland,Unknown,CHF,investpy
HAL,Halliburton,Switzerland,Unknown,CHF,investpy
HD,Home Depot,Switzerland,Unknown,CHF,investpy
HDDG,Heidelberger Druckmaschinen,Switzerland,Unknown,CHF,investpy
HEIG,Heidelbergcement,Switzerland,Unknown,CHF,investpy
HEIN,Heineken,Switzerland,Unknown,CHF,investpy
HHFGn,Hamburger Hafen A-SP,Switzerland,Unknown,CHF,investpy
HL,Hecla Mining,Switzerland,Unknown,CHF,investpy
HMb,H&M B,Switzerland,Unknown,CHF,investpy
HNRGn,Hannover Rueckversicherung SE,Switzerland,Unknown,CHF,investpy
HOSP,CS Real Estate Hospitality,Switzerland,Unknown,CHF,investpy
HOTG,Hochtief AG,Switzerland,Unknown,CHF,investpy
IBM,IBM,Switzerland,Unknown,CHF,investpy
IFXGn,Infineon,Switzerland,Unknown,CHF,investpy
IM,Immofonds Immobilien,Switzerland,Unknown,CHF,investpy
IMHE,Immo Helvetic,Switzerland,Unknown,CHF,investpy
INGC,Ingenico,Switzerland,Unknown,CHF,investpy
INT,CS Real Estate Fund Interswiss,Switzerland,Unknown,CHF,investpy
INTC,Intel,Switzerland,Unknown,CHF,investpy
ISP,Intesa Sanpaolo,Switzerland,Unknown,CHF,investpy
ISRGS,Intuitive Surgical,Switzerland,Unknown,CHF,investpy
JNJ,J&J,Switzerland,Unknown,CHF,investpy
JPM,JPMorgan,Switzerland,Unknown,CHF,investpy
KGC,Kinross Gold,Switzerland,Unknown,CHF,investpy
KGX,Kion Group AG,Switzerland,Unknown,CHF,investpy
KO,Coca-Cola,Switzerland,Unknown,CHF,investpy
KU2G,Kuka AG,Switzerland,Unknown,CHF,investpy
LHAG,Lufthansa,Switzerland,Unknown,CHF,investpy
LLOY,Lloyds Banking,Switzerland,Unknown,CHF,investpy
LMT,Lockheed Martin,Switzerland,Unknown,CHF,investpy
LVMH,Louis Vuitton,Switzerland,Unknown,CHF,investpy
MCD,McDonald’s,Switzerland,Unknown,CHF,investpy
MDLZ,Mondelez,Switzerland,Unknown,CHF,investpy
MDT,Medtronic,Switzerland,Unknown,CHF,investpy
CECG,Ceconomy,Switzerland,Unknown,CHF,investpy
MMM,3M,Switzerland,Unknown,CHF,investpy
MO,Altria,Switzerland,Unknown,CHF,investpy
MORG,Morphosys AG,Switzerland,Unknown,CHF,investpy
MRCG,Merck,Switzerland,Unknown,CHF,investpy
MSFT,Microsoft,Switzerland,Unknown,CHF,investpy
MU,Micron,Switzerland,Unknown,CHF,investpy
MUVGn,Muench. Rueckvers.,Switzerland,Unknown,CHF,investpy
NCM,Newcrest Mining,Switzerland,Unknown,CHF,investpy
NDB,Nordea Bank,Switzerland,Unknown,CHF,investpy
NDXG,Nordex SE,Switzerland,Unknown,CHF,investpy
NEM,Newmont Goldcorp,Switzerland,Unknown,CHF,investpy
NFLX,Netflix,Switzerland,Unknown,CHF,investpy
NHY,Norsk Hydro,Switzerland,Unknown,CHF,investpy
NKE,Nike,Switzerland,Unknown,CHF,investpy
NOEJ,Norma AG,Switzerland,Unknown,CHF,investpy
NOVOb,Novo Nordisk B,Switzerland,Unknown,CHF,investpy
NVDA,NVIDIA,Switzerland,Unknown,CHF,investpy
NZYMb,Novozymes B,Switzerland,Unknown,CHF,investpy
O2Dn,Telefonica Deutschland AG,Switzerland,Unknown,CHF,investpy
ORCL,Oracle,Switzerland,Unknown,CHF,investpy
OSRn,Osram Licht,Switzerland,Unknown,CHF,investpy
P1ZGn,Patrizia Immobilien,Switzerland,Unknown,CHF,investpy
PAA,Pan American Silver,Switzerland,Unknown,CHF,investpy
BKNG,Booking,Switzerland,Unknown,CHF,investpy
PEP,PepsiCo,Switzerland,Unknown,CHF,investpy
PEUP,Peugeot,Switzerland,Unknown,CHF,investpy
PG,Procter&Gamble,Switzerland,Unknown,CHF,investpy
PMI,Philip Morris,Switzerland,Unknown,CHF,investpy
PNDORA,Pandora,Switzerland,Unknown,CHF,investpy
PSCF,Procimmo Swiss Commercial,Switzerland,Unknown,CHF,investpy
PSMGn,Prosiebensat,Switzerland,Unknown,CHF,investpy
PSREF,Patrimonium Swiss RE,Switzerland,Unknown,CHF,investpy
PTNL,PostNL,Switzerland,Unknown,CHF,investpy
PUMG,Puma SE,Switzerland,Unknown,CHF,investpy
QCOM,Qualcomm,Switzerland,Unknown,CHF,investpy
